user_id,ll_joint,ll_pers,test_purchases,delta_ll
26692,-5.471892667967968,-4.943277105418085,1.0,-0.5286155625498825
26704,-15.794080416057652,-15.15483569233692,4.0,-0.639244723720731
26871,-37.807953625615326,-40.38452233209238,11.0,2.5765687064770546
26961,-32.30077670078548,-38.72286883063323,12.0,6.422092129847755
27213,-1.872646039123514,-1.7850568292146498,0.0,-0.08758920990886421
27256,-37.81775206736059,-38.232990702123026,12.0,0.4152386347624386
27326,-6.663121256977185,-6.907870484444855,1.0,0.24474922746767014
27377,-41.756731310312674,-42.38259702303528,16.0,0.6258657127226073
27379,-21.898882081748624,-23.995883646080575,8.0,2.0970015643319506
27597,-22.957052698135342,-22.967297388370852,8.0,0.010244690235509779
27699,-31.727223965386756,-36.71616102647282,12.0,4.988937061086062
27749,-26.22225676268974,-26.32933338067087,9.0,0.10707661798113222
27780,-49.45056326618023,-45.320528192722875,20.0,-4.130035073457357
27859,-13.780396860519001,-17.71828274852616,2.0,3.937885888007159
28113,-15.63749067361872,-15.223772693703994,4.0,-0.4137179799147255
28150,-11.97664770157714,-12.08029719528087,3.0,0.10364949370373111
28171,-8.498671338328847,-5.976579852559027,1.0,-2.5220914857698205
28196,-4.945268918556415,-4.948185986688612,1.0,0.0029170681321968317
28272,-19.050332613540775,-21.7172277180905,6.0,2.666895104549724
28335,-13.699774921120067,-15.301783710490652,4.0,1.6020087893705846
28375,-2.964107288910784,-2.9172432214727197,0.0,-0.04686406743806426
28432,-9.09662571578885,-8.733998597143316,2.0,-0.3626271186455341
28436,-3.202152307394856,-3.607351978415468,0.0,0.40519967102061205
28489,-14.70079030475025,-15.316894143489584,4.0,0.6161038387393347
28523,-19.49200971550152,-21.9483096765468,5.0,2.4562999610452785
28525,-13.454251721406862,-15.322988180151642,3.0,1.8687364587447792
28572,-57.701654980219814,-58.655878291598135,25.0,0.9542233113783212
28582,-9.448213739458394,-9.590306930023576,2.0,0.14209319056518233
28653,-59.34313207774733,-61.43134129904262,22.0,2.088209221295294
28700,-19.819369225604895,-23.889534706604802,6.0,4.070165480999908
28830,-13.725301968495314,-13.33998766322955,3.0,-0.38531430526576393
28876,-23.836619212547365,-23.927962047106693,8.0,0.09134283455932746
28991,-89.1109850704717,-95.43467859616541,18.0,6.323693525693713
29136,-21.108799870971932,-21.090388114334015,6.0,-0.018411756637917165
29244,-30.486061005816428,-30.17391411234244,11.0,-0.3121468934739866
29253,-11.373144439668076,-10.02692794325416,2.0,-1.3462164964139163
29410,-18.376139283696652,-17.524193513330566,4.0,-0.8519457703660862
29468,-17.626343884012098,-17.55821834532251,5.0,-0.06812553868958915
29642,-2.499773232229446,-2.6962044038150594,0.0,0.1964311715856133
29769,-11.664373625353752,-16.902418780574155,3.0,5.238045155220403
29896,-1.163663277930048,-1.7850568292146498,0.0,0.6213935512846018
29989,-31.971704389749107,-33.94687249865725,9.0,1.975168108908143
30072,-9.567502060152192,-10.740347548619846,1.0,1.1728454884676545
30128,-32.73118550294902,-32.41087352329377,12.0,-0.32031197965524427
30244,-14.469737920137021,-14.606779569185735,4.0,0.1370416490487134
30370,-5.05320610480102,-4.950047410509845,1.0,-0.10315869429117441
30375,-9.076442382640085,-8.490769005737926,2.0,-0.5856733769021591
30399,-0.9929529876844457,-0.8739092546142408,0.0,-0.11904373307020488
30427,-0.9438352543719328,-1.502448762216766,0.0,0.5586135078448331
30586,-28.96929881368752,-36.05137939319188,12.0,7.08208057950436
30612,-18.135771445361073,-20.309905040484995,6.0,2.174133595123923
30945,-64.80466179379596,-67.84132140389018,23.0,3.036659610094219
30954,-0.3495295960903891,-0.8739092546142408,0.0,0.5243796585238518
